滑坡隐患点 48197
105.1258 25.4083 5223220045S
104.97 25.8544 5223230005S
104.8564 25.6297 5223230020S
105.0053 25.7019 5223230025S
105.0567 25.8619 5223230035S
105.035 25.9542 5223240007S
106.2183 25.2011 5223260019S
106.1861 25.2103 5223260025S
106.2094 25.2511 5223260034S
106.3647 26.9642 5224230007S
105.0228 26.8464 5224260006S
105.2469 26.6758 5224260027S
105.1392 26.9061 5224260030S
104.5939 26.8075 5224270003S
100.4114 27.6183 5307210017S
100.3872 27.6781 5307210012S
100.475 27.22 5307210023S
99.9539 26.8681 5307210047S
99.7119 27.1081 5307210045S
99.5956 27.0914 5307210044S
99.4744 27.4069 5307210038S
102.6783 22.6694 5325310182S
102.5892 22.8342 5325310183S
102.2531 22.7597 5325310184S
102.1364 23.0058 5325310154S
102.2456 23.0128 5325310155S
102.2503 23.0003 5325310156S
102.2247 23.0222 5325310157S
102.5725 22.8181 5325310158S
102.5206 22.8892 5325310159S
102.5058 22.9006 5325310160S
102.5211 22.855 5325310161S
102.5214 22.855 5325310162S
102.5217 22.8553 5325310163S
102.522 22.8539 5325310164S
102.5047 22.8864 5325310165S
102.3508 22.7556 5325310166S
102.3425 22.7389 5325310167S
102.3031 22.7839 5325310168S
102.4358 22.8361 5325310169S
102.4381 22.8339 5325310170S
102.4225 22.8053 5325310171S
102.4228 22.8058 5325310172S
102.4231 22.7919 5325310173S
102.4336 22.79 5325310174S
102.6789 22.6694 5325310175S
102.3842 22.7419 5325310176S
102.3897 22.7342 5325310177S
102.5256 22.7867 5325310178S
102.1039 23.0231 5325310152S
102.1814 23.0339 5325310148S
102.1392 23.0536 5325310150S
102.1567 23.0544 5325310149S
102.3064 22.9614 5325310147S
102.3075 22.9614 5325310146S
102.1564 23.0542 5325310145S
119.9292 28.5814 3311020011S
119.9356 28.6086 3311020012S
101.5422 36.7514 6301220008S
101.5603 36.8139 6301220009S
101.5331 36.8111 6301220010S
101.6381 36.74 6301220011S
101.6028 36.7506 6301220012S
101.6331 36.7731 6301220013S
101.6531 36.7156 6301220015S
101.5775 36.5206 6301220016S
102.7161 36.2239 6321220023S
102.7372 36.2372 6321220024S
102.6944 36.1689 6321220025S
102.7119 36.1903 6321220026S
102.7589 36.0019 6321220027S
102.7386 36.0033 6321220028S
101.8408 36.845 6321260046S
101.8108 36.8347 6321260047S
101.8911 36.7731 6321260048S
101.8897 36.7667 6321260049S
101.9339 36.7611 6321260050S
101.9481 36.7447 6321260051S
101.9181 36.7369 6321260052S
101.7997 36.7286 6321260053S
101.8136 36.7222 6321260054S
101.9283 36.7203 6321260055S
119.4472 40.6139 2114220005S
119.8144 40.4981 2114220006S
120.1328 40.9147 2114220007S
120.0081 40.7461 2114220008S
120.0081 40.7461 2114220009S
120.2697 40.6569 2114810001S
120.5275 40.735 2114810002S
120.3731 40.5375 2114810003S
121.2375 39.5203 2102810006S
106.14 27.6561 5203820001S
105.9717 26.3958 5204020003S
105.6661 25.8542 5204240008S
108.3031 27.5564 5222240001S
108.1508 27.5422 5222240004S
107.7867 27.4739 5222240020S
108.1136 28.0697 5222250008S
108.2631 27.9619 5222250014S
108.2556 28.3644 5222270007S
108.1172 28.6156 5222280015S
108.3314 28.6617 5222280033S
108.5014 28.3925 5222280039S
104.9722 25.1989 5223010005S
105.0206 26.1178 5223230002S
104.9569 25.8086 5223230007S
105.0383 26.1178 5223230011S
105.6072 25.3461 5223250004S
106.1564 25.2953 5223260021S
106.1558 25.335 5223260029S
107.4658 26.8925 5227020009S
107.8017 25.4314 5227220001S
107.2786 26.3881 5227230006S
107.3431 26.5522 5227230007S
102.7478 23.1553 5325280056S
102.7467 23.1478 5325280057S
102.7436 23.1542 5325280058S
102.7439 23.1553 5325280059S
102.7483 23.1589 5325280060S
102.7178 23.14 5325280062S
102.7253 23.1814 5325280063S
102.7511 23.1628 5325280064S
102.7322 23.1294 5325280065S
102.7325 23.1511 5325280066S
99.5125 27.4142 5307210037S
99.5472 27.4325 5307210036S
99.5317 27.4492 5307210035S
100.0756 27.0342 5307210034S
100.0528 26.9278 5307210033S
100.3061 27.1517 5307210032S
100.1444 26.8719 5307210031S
100.1653 26.9228 5307210030S
99.6839 27.0328 5307210046S
100.3486 27.6653 5307210009S
100.3278 27.6475 5307210010S
100.3706 27.6531 5307210011S
100.4558 27.6089 5307210014S
100.4472 27.57 5307210015S
100.4678 27.5875 5307210018S
100.4972 27.5689 5307210019S
100.1025 26.7581 5307210050S
100.4447 27.4731 5307210020S
100.4303 27.4878 5307210021S
100.2153 27.4531 5307210022S
100.4619 27.6139 5307210016S
100.4958 27.2533 5307210024S
100.5208 27.1994 5307210025S
100.4239 27.5875 5307210013S
100.5417 27.1828 5307210026S
100.5558 27.1847 5307210027S
100.5311 27.2661 5307210028S
95.3167 32.5 6327220004S
97.1678 33.3269 6327230001S
97.1122 33.4319 6327230002S
96.6144 33.9711 6327230003S
95.7478 34.0819 6327240001S
95.7975 34.0547 6327240002S
95.2708 33.8267 6327240003S
119.8367 30.6008 3305210039S
119.5553 28.4069 3311240004S
119.6303 28.4358 3311240005S
119.6306 28.4314 3311240006S
121.0261 27.8504 3303220004S
121.1186 27.82 3303220009S
122.0297 30.1867 3309020005S
119.9725 27.6317 3303290004S
119.8253 30.5781 3305210029S
119.8236 30.5803 3305210031S
119.4128 29.0414 3307020005S
119.7167 29.9667 3301830027S
119.7167 29.9667 3301830010S
119.7167 29.9667 3301830011S
119.7167 29.9667 3301830032S
119.7167 29.9667 3301830031S
119.7167 29.9667 3301830028S
119.9819 28.7817 3311220005S
119.942 28.7725 3311220007S
120.6364 27.9797 3303040008S
120.6206 27.9931 3303040007S
120.6206 27.9931 3303040007S
118.9603 30.2722 3301850011S
118.8964 30.2261 3301850012S
120.3894 28.9592 3307270004S
119.2756 28.4881 3311240009S
119.3283 28.4981 3311240010S
119.6608 29.9547 3301830020S
119.6608 29.9547 3301830018S
119.6608 29.9547 3301830009S
119.6039 30.0392 3301830019S
119.9056 28.6511 3311020010S
112.2036 23.6111 4412230021S
112.3297 23.635 4412230024S
112.3658 23.6908 4412230025S
112.7058 23.5011 4412230031S
112.3869 23.6094 4412230036S
112.4369 23.7175 4412230041S
112.4333 23.6411 4412230042S
112.3553 23.7053 4412230046S
112.4906 23.5853 4412230056S
112.275 23.6622 4412230064S
112.5264 23.6778 4412230068S
112.2042 23.8675 4412240004S
112.0072 23.6294 4412240005S
112.3461 23.8597 4412240010S
112.3475 23.9372 4412240014S
112.1258 23.8331 4412240016S
112.0692 23.8425 4412240017S
112.0208 23.8939 4412240020S
112.025 23.8958 4412240022S
100.2678 21.7817 5328220034S
100.1203 21.9139 5328220033S
100.2986 21.5233 5328220032S
100.47 22.3864 5328220031S
100.4522 21.6983 5328220030S
100.15 21.9167 5328220029S
100.5964 22.2739 5328220028S
100.5508 21.8306 5328220027S
100.2033 21.7497 5328220026S
100.1611 21.9408 5328220025S
100.1153 22.1061 5328220024S
100.1881 21.7486 5328220023S
100.1586 22.2314 5328220022S
100.1608 21.9406 5328220015S
100.0367 21.82 5328220016S
100.15 21.9167 5328220017S
102.7333 23.1514 5325280068S
102.8 23.085 5325280076S
102.8772 23.0569 5325280077S
102.8933 23.0689 5325280078S
102.92 23.0511 5325280079S
102.9072 23.0733 5325280080S
102.9017 23.0678 5325280081S
102.7506 23.1625 5325280055S
102.7303 23.1314 5325280061S
102.7492 23.1469 5325280067S
102.7325 23.1481 5325280075S
102.7225 23.1661 5325280026S
102.8089 23.0753 5325280049S
102.7972 23.1383 5325280028S
102.7983 23.1467 5325280029S
102.7986 23.0933 5325280030S
102.8619 23.1283 5325280031S
102.7494 23.1 5325280032S
102.7322 23.1253 5325280033S
102.7447 23.1553 5325280034S
102.75 23.1547 5325280036S
102.7467 23.1508 5325280037S
102.7589 23.165 5325280038S
102.7394 23.1142 5325280039S
102.7639 23.1008 5325280040S
102.7519 23.1619 5325280042S
102.7964 23.1147 5325280043S
102.7461 23.1558 5325280044S
101.9333 36.7194 6321260056S
102.0311 36.7092 6321260057S
101.8767 36.1508 6321270003S
102.105 35.9711 6321270004S
101.7019 36.2319 6321270005S
101.3728 36.1333 6321270006S
102.4453 36.0728 6321270011S
102.0242 36.1006 6321270012S
95.9075 33.9075 6327240005S
95.0822 34.3994 6327240007S
96.5017 31.175 6327250001S
96.4453 32.2044 6327250003S
96.4844 32.1903 6327250004S
95.9194 32.1047 6327250005S
96.4247 31.9497 6327250006S
96.3647 32.015 6327250007S
96.4656 31.8311 6327250008S
96.4964 32.0136 6327250009S
96.5289 32.1181 6327250010S
95.4408 32.2036 6327250011S
96.4214 32.2044 6327250012S
96.4486 32.2042 6327250013S
96.6764 31.9364 6327250016S
96.8306 32.2611 6327250017S
95.7183 31.9169 6327250018S
95.6995 31.9289 6327250019S
96.4181 31.9578 6327250020S
96.4133 31.98 6327250021S
96.4428 31.9428 6327250022S
96.5517 33.9714 6327260001S
96.5336 33.905 6327260002S
95.4625 34.5611 6327260003S
95.5214 34.5511 6327260004S
95.5522 34.6008 6327260005S
95.8272 34.1689 6327260006S
111.802 22.8956 4453220019S
111.3803 23.1247 4453220069S
111.5403 23.2519 4453220074S
111.5475 23.2047 4453220094S
111.4947 22.9728 4453220099S
111.4708 22.9644 4453220106S
100.6306 34.6611 6326210002S
109.6778 27.9825 4331230004S
109.5072 27.8228 4331230005S
109.4925 27.8394 4331230006S
109.4919 27.8381 4331230007S
109.5242 27.8364 4331230008S
109.5264 27.8514 4331230009S
109.5542 27.8919 4331230010S
109.5408 27.8031 4331230011S
109.595 27.8964 4331230012S
109.6103 27.8836 4331230013S
100.6217 34.6597 6326210004S
100.4592 34.5358 6326210006S
101.9331 36.0264 6323220007s
101.9386 35.9283 6323220003s
101.9703 35.8894 6323220002s
101.9819 36.0019 6323220008s
101.9861 35.8911 6323220009s
101.9333 35.9636 6323220010s
109.5553 28.0981 4331230022S
109.6031 28.0806 4331230023S
109.5878 28.1125 4331230024S
103.8039 29.1811 5111230034S
103.8039 29.1811 5111230035S
103.1061 29.0706 5111230036S
104.0728 29.3939 5111230037S
104.1003 29.3631 5111230038S
103.9656 29.3433 5111230039S
104.0272 29.2669 5111230040S
104.1003 29.3631 5111230041S
103.9117 29.2222 5111230043S
103.9117 29.2222 5111230044S
103.9117 29.2222 5111230045S
113.9469 26.0786 4310270010S
103.8039 29.1811 5111230046S
100.1342 21.7189 5328220018S
100.1386 21.9686 5328220019S
100.4097 21.58 5328220020S
100.5258 22.1875 5328220021S
100.4644 21.955 5328220014S
100.1703 21.9133 5328220013S
100.347 21.7825 5328220012S
100.1211 22.0031 5328220011S
100.4244 21.8478 5328220010S
100.4058 21.6292 5328220009S
100.0583 21.8586 5328220001S
100.1614 21.9767 5328220007S
100.5545 21.8336 5328220006S
100.1772 21.9406 5328220005S
100.2986 21.5233 5328220004S
100.4164 22.0744 5328220003S
100.1611 21.9408 5328220002S
100.1667 21.835 5328220008S
103.0853 22.9539 5325280266S
103.1036 22.875 5325280267S
103.1053 22.8483 5325280268S
103.1408 22.9239 5325280269S
103.0836 22.8922 5325280270S
103.1089 22.8667 5325280271S
119.0364 40.6667 1308271002S
116.6028 41.6056 1308261003S
114.9214 39.3903 1306301011S
115.6464 40.5583 1307301004S
114.2856 38.1692 1301851005S
114.4992 39.1636 1306301008S
114.7989 39.7978 1307261002S
113.9053 37.0328 1305821005S
113.7939 36.94 1304811007S
113.7803 36.9467 1304811002S
113.8172 36.7192 1304811008S
113.8278 36.9078 1304811003S
102.0736 36.1808 6321270013S
102.3181 36.0475 6321270015S
101.8464 36.1653 6321270018S
101.8147 36.1981 6321270019S
102.6333 35.65 6321280001S
102.5833 35.65 6321280002S
102.3333 35.85 6321280003S
102 35.65 6321280004S
101.0706 35.9097 6322230001S
100.2 35.9833 6325210001S
100.6833 36.2 6325210002S
100.2933 35.3261 6325220001S
100.4108 35.9369 6325220002S
100.3292 35.06 6325220003S
100.5936 35.2475 6325220004S
100.8244 34.9028 6325220005S
100.3292 34.06 6325220006S
100.8872 34.7617 6325220007S
101.5978 36.1981 6325230001S
101.4125 36.0642 6325230002S
101.3839 35.7875 6325230003S
101.372 35.7511 6325230004S
101.3639 35.7375 6325230005S
101.3606 35.7069 6325230006S
101.3589 35.7219 6325230007S
101.41 35.9075 6325230008S
101.5597 35.9072 6325230009S
101.5633 35.8531 6325230010S
106.7792 26.4522 5201010004S
106.6394 27.1539 5201220001S
106.5853 27.1506 5201220033S
106.5736 27.1628 5201220034S
106.4597 26.6275 5201810001S
104.9878 26.5692 5202010002S
105.3622 26.2664 5202030020S
111.4753 23.0328 4453220107S
111.4664 22.9614 4453220108S
111.4853 23.0403 4453220115S
111.3806 22.5214 4453810003S
111.7775 22.8611 4453220021S
111.6478 22.8922 4453220029S
111.7061 22.9206 4453220030S
111.7267 22.9094 4453220033S
111.4747 22.9353 4453220038S
111.6333 22.8767 4453220043S
111.5975 22.9178 4453220045S
111.5508 22.8592 4453220046S
111.6469 22.9283 4453220055S
111.7106 23.03 4453220056S
111.3936 23.2483 4453220059S
111.6083 23.0833 4453220082S
111.6003 23.1236 4453220084S
111.5878 23.1314 4453220085S
111.4822 23.0183 4453220098S
111.4614 22.9764 4453220102S
111.5231 22.9686 4453220103S
111.5256 22.9717 4453220104S
111.5325 22.9731 4453220105S
111.4531 22.9778 4453220110S
111.4808 23.0417 4453220112S
104.3506 26.6419 5224270009S
104.4383 26.7014 5224270013S
104.6181 26.5439 5224270016S
103.6758 27.0689 5224270018S
104.6331 27.2072 5224280003S
108.8214 26.1817 5226310004S
113.9786 26.9661 4310270013S
112.9175 25.5631 4310020032S
112.7964 25.5115 4310020035S
112.7785 25.5238 4310020036S
112.7756 25.5169 4310020037S
113.265 24.5258 4402050032S
113.6103 24.4978 4402050033S
113.7742 28.1408 4301810079S
113.8197 24.7519 4402050034S
113.7231 24.5564 4402050035S
113.9083 24.7928 4402050036S
113.2581 24.5289 4402050037S
113.2731 24.5386 4402050038S
113.2747 24.5403 4402050039S
113.2867 24.5531 4402050040S
113.3347 24.4825 4402050041S
113.5944 24.6892 4402050042S
113.6075 24.6275 4402050043S
113.6108 24.6258 4402050044S
112.7 26.62 4304220108S
112.65 26.65 4304220109S
113.6108 24.6258 4402050045S
113.6125 24.655 4402050046S
113.6458 24.6294 4402050047S
113.6486 24.6267 4402050048S
113.7142 24.7947 4402050049S
113.7372 24.7339 4402050050S
113.6975 24.5967 4402050051S
113.5964 24.6883 4402050052S
113.5803 24.6775 4402050053S
113.4689 24.6236 4402050054S
119.1308 28.2814 3311810006S
113.7939 36.8636 1304811006S
113.8431 36.8497 1304811004S
114.0797 36.7806 1304811005S
113.9222 36.8572 1304811009S
113.9089 36.9781 1304811001S
113.9203 36.9111 1304811010S
113.9589 36.9028 1304811011S
115.0045 40.3247 1307311003S
114.2136 38.6883 1301251001S
114.1928 36.4069 1304061002S
115.3458 41.2472 1307301008S
114.9997 38.9111 1306361009S
117.9511 40.1383 1302811018S
115.1053 39.0022 1306211006S
113.9469 38.8911 1306241010S
113.9478 38.8894 1306241009S
117.3514 40.8531 1308241004S
117.3503 40.8475 1308241009S
114.1614 38.7644 1306241002S
114.2519 37.5322 1301291002S
118.125 40.2506 1302811008S
117.0483 26.4578 3504210002S
117.1167 26.4119 3504210003S
116.8828 26.5283 3504210004S
121.05 28.41 3303820001S
121.0522 28.4119 3303820002S
121.0503 28.4125 3303820003S
119.2747 29.8783 3301220014S
119.2533 29.8436 3301220013S
119.7892 27.6144 3303290003S
119.8233 29.0233 3307030002S
118.8111 28.0089 3311810005S
116.8358 26.5014 3504210001S
104.6714 26.2789 5202210003S
104.7311 26.5192 5202210011S
105.0608 26.5583 5202210058S
104.6845 26.33 5202210087S
104.6686 26.3403 5202210088S
104.9606 26.8706 5202210095S
104.7733 26.4981 5202210099S
104.4992 25.9867 5202220005S
104.5106 25.9042 5202220041S
104.8778 26.0936 5202220042S
104.5728 25.4558 5202220053S
104.9325 26.0042 5202220065S
106.8789 27.1592 5201210009S
104.8175 26.6694 5202010008S
105.4133 26.1372 5202030001S
105.0911 26.64 5202210007S
105.0597 26.4092 5202210013S
105.0122 26.4769 5202210014S
104.6575 26.3458 5202210030S
104.7497 26.2672 5202210042S
104.8336 26.7714 5202210059S
104.8956 26.2081 5202210064S
104.9342 26.4933 5202210068S
104.8844 26.7722 5202210091S
108.1764 26.1053 5226340001S
108.0333 26.6858 5226340002S
108.0414 26.3917 5226340002S
108.1089 26.2814 5226340004S
107.4706 26.9392 5227020007S
107.3553 26.5731 5227020008S
107.2894 26.5911 5227230001S
108.7228 25.7144 5226330003S
108.6267 25.8631 5226330006S
108 26.7092 5226340002S
108.1086 26.2811 5226340004S
107.9556 26.1014 5226360005S
107.7586 26.1864 5227010003S
107.2303 26.4264 5227230005S
106.8658 25.4733 5227280001S
108.0797 26.3922 5226340002S
108.0003 26.6594 5226340002S
108.0772 26.3897 5226340002S
108.0789 26.3914 5226340002S
108.0783 26.3908 5226340002S
108.1264 26.2667 5226340003S
108.0072 26.4428 5226340003S
108.09 26.2625 5226340003S
108.1081 26.2806 5226340004S
107.2967 26.1836 5227010005S
104.8408 27.2614 5224280004S
108.5195 27.0164 5226250002S
107.622 26.6231 5227020006S
107.3475 26.6764 5227230008S
106.347 25.8372 5227290001S
108.0889 25.8381 5227320002S
104.5892 26.0439 5202220028S
114.1658 38.7886 1306241003S
114.2764 37.8989 1301851001S
114.5722 40.0622 1307261001S
114.215 37.0039 1305821003S
119.28 40.0569 1303231002S
119.28 40.0569 1303231003S
119.1308 28.2814 3311810006S
120.785 29.435 3306240013S
120.7953 29.4278 3306240001S
120.7747 29.4506 3306240011S
120.7672 29.4006 3306240012S
119.4281 28.1958 3311250011S
119.4453 28.5803 3311240007S
120.9258 28.2467 3303820017S
120.7433 29.6219 3306830011S
120.7164 29.6278 3306830006S
120.7367 29.6172 3306830007S
120.7364 29.6417 3306830012S
119.4922 27.9456 3311250003S
119.4553 28.0186 3311250001S
119.3897 27.98 3311250005S
119.4456 28.0531 3311250002S
119.4547 28.2083 3311250006S
120.0694 30.5633 3305210036S
119.2531 28.8494 3308250009S
119.2592 28.8056 3308250007S
119.2436 28.8644 3308250010S
120.5953 28.9883 3307270020S
120.605 28.9769 3307270007S
120.555 28.9672 3307270017S
120.562 29.0064 3307270008S
119.8697 30.6322 3305210016S
119.7572 28.7775 3307230008S
120.1225 29.8839 3301090002S
119.9167 28.6725 3311020009S
119.97 28.5078 3311020003S
119.9731 28.5289 3311020004S
119.4161 30.4803 3305230001S
117.4403 26.4003 3504210005S
119.4583 30.43 3305230002S
119.5033 30.4731 3305230003S
120.6481 28.1908 3303240013S
120.6753 28.2186 3303240015S
120.6892 28.2164 3303240014S
119.8456 28.3431 3311020008S
119.8456 28.3431 3311020002S
119.8311 28.3169 3311020001S
120.5286 28.44 3303240005S
119.8461 30.6294 3305210013S
119.8461 30.6297 3305210012S
119.8467 30.6303 3305210014S
120.6986 28.0128 3303020009S
120.6964 28.0108 3303020010S
120.6964 28.01 3303020011S
120.7022 28.0122 3303020012S
119.3417 30.5889 3305230004S
121.0603 27.8603 3303220003S
121.9772 30.1453 3309020004S
106.5867 27.1869 5201220022S
106.6067 27.1969 5201220036S
106.4461 26.8047 5201230001S
106.5133 26.6431 5201810004S
105.4611 26.3642 5202030002S
105.5003 26.0536 5202030016S
105.2269 26.4764 5202210006S
104.9906 26.1808 5202210018S
104.8439 26.7706 5202210061S
105.0564 26.4469 5202210067S
104.9444 26.14 5202210074S
104.5019 26.0436 5202220001S
107.2144 26.5794 5227230003S
107.402 27.3083 5227250002S
107.4653 26.7803 5227020001S
107.2111 26.2678 5227230004S
107.195 26.625 5227230010S
107.0889 26.6917 5227300001S
108.2764 26.1053 5226340001S
108.0794 26.3919 5226340002S
108.0803 26.3928 5226340002S
108.0806 26.3931 5226340002S
108.1931 26.12 5226340004S
103.8514 27.2697 5224270008S
107.3031 26.9186 5226010004S
107.9817 26.7331 5226010010S
108.6353 27.4783 5226260003S
108.9664 25.9969 5226310007S
107.7142 26.0725 5227010007S
107.5411 26.1047 5227010009S
108.0781 26.3906 5226340002S
105.5694 24.8489 5223270005S
105.5883 26.8469 5224220001S
105.8242 27.6444 5224240002S
105.4225 26.7947 5224260023S
104.6236 27.2067 5224280007S
102.7497 23.1553 5325280045S
102.7464 23.1575 5325280046S
102.7483 23.1569 5325280047S
102.7458 23.1569 5325280048S
102.7664 23.1678 5325280050S
102.7147 23.1036 5325280051S
102.7614 23.1622 5325280052S
102.7489 23.1606 5325280053S
116.2417 41.0681 1307321001S
117.2833 40.7731 1308241002S
118.5906 40.1453 1302831001S
114.8611 39.3347 1306301004S
117.7344 41.8475 1308281002S
117.1186 40.8356 1308241006S
115.1067 39.0169 1306211008S
117.9108 39.9811 1302811011S
117.9106 39.9975 1302811012S
117.9108 39.9811 1302811010S
117.9108 39.9811 1302811013S
117.9108 39.9811 1302811014S
114.405 38.8636 1306241006S
116.7361 41.1867 1308261006S
117.365 40.9578 1308241008S
114.2353 38.0775 1301851004S
117.6139 40.1969 1302811019S
115.1083 39.0003 1306211007S
113.9542 38.8883 1306241011S
114.2519 37.5322 1301291005S
119.2111 40.0275 1303231001S
114.1589 36.9369 1305821004S
116.5253 41.6183 1308261002S
114.1997 36.4608 1304061003S
114.2817 37.5989 1301291001S
114.3842 36.7908 1304291002S
114.9775 39.3281 1306301005S
98.5228 36.9861 6328210001S
115.6561 39.8483 1101110003S
